timestamp,message,winlog
2024-11-06 17:03:39.681000+00:00,"Pipe Created:
RuleName: -
EventType: CreatePipe
UtcTime: 2024-11-06 12:03:39.681
ProcessGuid: {d2bc1b7f-0b42-671b-1300-000000000800}
ProcessId: 728
PipeName: \TSVCPIPE-0bbcdd81-966b-40b5-a612-c7fd36ae2cc9
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\NETWORK SERVICE","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'EventType': 'CreatePipe'}, 'opcode': 'Info', 'version': 1, 'record_id': '6628156', 'task': 'Pipe Created (rule: PipeEvent)', 'event_id': '17', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:38.732000+00:00,"Registry value set:
RuleName: -
EventType: SetValue
UtcTime: 2024-11-06 12:03:38.732
ProcessGuid: {d2bc1b7f-0b48-671b-3f00-000000000800}
ProcessId: 2860
Image: C:\Windows\System32\spoolsv.exe
TargetObject: HKLM\System\CurrentControlSet\Control\DeviceClasses\{0ecef634-6ef0-472a-8085-5ad023ecbccd}\##?#SWD#PRINTENUM#{0D0516C6-E4D5-4BEF-AEC0-3A7B85FF05B5}#{0ecef634-6ef0-472a-8085-5ad023ecbccd}\#\Device Parameters\FriendlyName
Details: OneNote for Windows 10 (redirected 2)
User: NT AUTHORITY\SYSTEM","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'EventType': 'SetValue'}, 'opcode': 'Info', 'version': 2, 'record_id': '6628155', 'event_id': '13', 'task': 'Registry value set (rule: RegistryEvent)', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:38.076000+00:00,"Pipe Created:
RuleName: -
EventType: CreatePipe
UtcTime: 2024-11-06 12:03:38.076
ProcessGuid: {d2bc1b7f-0b42-671b-1300-000000000800}
ProcessId: 728
PipeName: \TSVCPIPE-4837bddb-8865-496f-8a37-8f45ae4cdf3f
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\NETWORK SERVICE","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'EventType': 'CreatePipe'}, 'opcode': 'Info', 'version': 1, 'record_id': '6628154', 'event_id': '17', 'task': 'Pipe Created (rule: PipeEvent)', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:35.998000+00:00,"Registry value set:
RuleName: -
EventType: SetValue
UtcTime: 2024-11-06 12:03:35.998
ProcessGuid: {d2bc1b7f-0b48-671b-3f00-000000000800}
ProcessId: 2860
Image: C:\Windows\System32\spoolsv.exe
TargetObject: HKLM\System\CurrentControlSet\Control\DeviceClasses\{0ecef634-6ef0-472a-8085-5ad023ecbccd}\##?#SWD#PRINTENUM#{A98BE5CA-B418-4C4D-8CC5-65241623DC74}#{0ecef634-6ef0-472a-8085-5ad023ecbccd}\#\Device Parameters\FriendlyName
Details: OneNote (Desktop) (redirected 2)
User: NT AUTHORITY\SYSTEM","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'EventType': 'SetValue'}, 'opcode': 'Info', 'version': 2, 'record_id': '6628153', 'task': 'Registry value set (rule: RegistryEvent)', 'event_id': '13', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:35.842000+00:00,"Error report:
UtcTime: 2024-11-06 12:03:35.842
ID: FILE_DELETE
Description: The ""C:\Sysmon\"" owner is not System. Archiving is disabled.","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Description': 'The ""C:\\Sysmon\\"" owner is not System. Archiving is disabled.'}, 'opcode': 'Info', 'version': 3, 'record_id': '6628151', 'event_id': '255', 'task': 'Error report', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:35.842000+00:00,"File Delete archived:
RuleName: -
UtcTime: 2024-11-06 12:03:35.842
ProcessGuid: {d2bc1b7f-722f-671b-e803-000000000800}
ProcessId: 6468
User: Window2\Window2
Image: C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
TargetFilename: C:\Users\Window2\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\SQXRM44Y\www.bing[1].xml
Hashes: SHA1=5680B9AACA4227080134042EF709BEA878B88CC7,MD5=1A28F739F174F3C45C9D527297B42AAF,SHA256=883233B340F2CA364123FF8AD0B1D81833F812B146630CF55A2C1AE5DD7F3B2F,IMPHASH=00000000000000000000000000000000
IsExecutable: false
Archived: true","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'version': 5, 'record_id': '6628152', 'task': 'File Delete archived (rule: FileDelete)', 'event_id': '23', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:35.807000+00:00,"Error report:
UtcTime: 2024-11-06 12:03:35.807
ID: FILE_DELETE
Description: The ""C:\Sysmon\"" owner is not System. Archiving is disabled.","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Description': 'The ""C:\\Sysmon\\"" owner is not System. Archiving is disabled.'}, 'opcode': 'Info', 'version': 3, 'record_id': '6628149', 'task': 'Error report', 'event_id': '255', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:35.807000+00:00,"File Delete archived:
RuleName: -
UtcTime: 2024-11-06 12:03:35.807
ProcessGuid: {d2bc1b7f-722f-671b-e803-000000000800}
ProcessId: 6468
User: Window2\Window2
Image: C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
TargetFilename: C:\Users\Window2\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\SQXRM44Y\www.bing[1].xml
Hashes: SHA1=769EA20B8998E4267B263A39E22ECB5F464B1A81,MD5=95A2F7134F36E2A21142235782F24B9C,SHA256=BF87DBD08AC51A76FD98DC2412759E66909AF17EC3F51885CDA279E995FFB6BC,IMPHASH=00000000000000000000000000000000
IsExecutable: false
Archived: true","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'version': 5, 'record_id': '6628150', 'event_id': '23', 'task': 'File Delete archived (rule: FileDelete)', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:35.310000+00:00,"Pipe Created:
RuleName: -
EventType: CreatePipe
UtcTime: 2024-11-06 12:03:35.310
ProcessGuid: {d2bc1b7f-0b42-671b-1300-000000000800}
ProcessId: 728
PipeName: \TSVCPIPE-e08fc24f-65ca-4188-86c5-1c4a96da0477
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\NETWORK SERVICE","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'EventType': 'CreatePipe'}, 'opcode': 'Info', 'version': 1, 'record_id': '6628148', 'task': 'Pipe Created (rule: PipeEvent)', 'event_id': '17', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
2024-11-06 17:03:35.226000+00:00,"Error report:
UtcTime: 2024-11-06 12:03:35.226
ID: FILE_DELETE
Description: The ""C:\Sysmon\"" owner is not System. Archiving is disabled.","{'computer_name': 'Window2', 'process': {'pid': 3380, 'thread': {'id': 4588}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Description': 'The ""C:\\Sysmon\\"" owner is not System. Archiving is disabled.'}, 'opcode': 'Info', 'version': 3, 'record_id': '6628146', 'task': 'Error report', 'event_id': '255', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'api': 'wineventlog', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'domain': 'NT AUTHORITY', 'name': 'SYSTEM', 'type': 'User'}}"
